Sno,freq_neg,freq_neutral,freq_pos,overall
0,26.607051564230712,20.91444584348711,30.147053428095326,1
1,34.54200967029613,81.11226189403601,51.37003441026469,1
2,13.048079909303143,10.623599119722266,15.240983771650994,1
3,21.428784358208254,33.71773032895168,34.77954305285543,1
4,70.67669899652284,87.67145502160466,77.79086516655677,1
5,44.23741109926249,42.90642096323706,59.9468588496555,1
6,9.118595187216691,11.191013075625445,20.407710830670826,1
7,47.85639002201921,138.94937796037033,80.89080873009672,1
8,29.504049366434877,34.21387578754112,33.50866143440489,1
9,48.22595129104309,68.53617122873283,50.42009302589631,1
10,40.85758988916291,40.92857616261602,54.72163481617329,1
11,50.58670672738299,121.12385387253231,60.17287333674116,1
12,12.59420202880132,7.80970517449343,15.38850039220947,1
13,77.39977667932988,82.27677492279498,93.17456657104078,1
14,63.943074833471556,63.06480823134815,75.2259304894732,1
15,15.2628259110509,13.428340223809087,13.385105559114155,1
16,11.331905922186278,6.601744965285998,20.812038340832174,1
17,43.43506280905349,77.65944470090658,83.09103148519102,1
18,26.88216842603224,25.199351407487775,31.383185023418864,1
19,13.321401071841267,15.636677006431388,18.070730342206122,1
20,68.37334785548865,57.74905316587756,67.02052135807978,1
21,19.75779314170428,15.386363985143745,23.684517664917045,1
22,72.14730907234595,56.23498973884668,56.53360258179993,1
23,12.579473112598848,13.854286977286517,13.594608811608566,1
24,36.87820118823668,31.733224547224943,44.056215681782874,1
25,32.620706186803474,25.851098032036514,40.53006394641342,1
26,14.364142730087524,15.074610675570876,24.35872886423543,1
27,117.6717567370989,310.4969041329765,130.341977221429,1
28,14.973213959119843,12.849008192931802,11.631897823634995,1
29,7.4845693224760605,8.213744281172197,11.02614959971315,1
30,42.4998792897654,54.959804158638796,49.558452278100205,1
31,20.273742948884017,14.182052670679228,17.81373668963592,1
32,55.3673596468637,47.5024222943782,83.52911702983289,1
33,24.074239017976524,20.185170148560214,34.859742743818266,1
34,11.782195902592226,13.350504570404178,20.851278880555387,1
35,20.800039576969024,19.620659326540903,20.99967559198256,1
36,57.74877076805343,303.3491066236202,71.9124462900023,1
37,244.9711643035751,471.5735920508945,262.37522005224736,1
