,negative,neutral,positive
berver,0,0,2.5
berzerk,0,0,5
berzier,2.5,0,0
berzin,0,0,2.5
bes,7.5,0,0
besant,3.321928095,0,3.321928095
besco,2.5,0,0
beseech,1.660964047,0,8.00392278
beseen,0,0,2.5
beserk,0,0,2.5
beset,1.604494406,0,8.46744983
besid,3.692282103,0,2.998662422
besieg,3.321928095,0,3.321928095
besmirch,10,0,0
besot,2.66195597,0.782011483,3.587397603
bespeak,5.678873587,0,2.095903274
bespectacl,2.512941595,0,4.507575552
bespel,0,0,2.5
bespoil,2.5,0,0
bespok,0,0,2.5
bess,0,0,12.5
besser,7.5,0,0
bessi,0,0,12.5
bessledorf,0,0,2.5
besson,3.321928095,1.660964047,1.660964047
best,1.797726877,0.481123096,6.83083473
bestairlin,0,0,2.5
bestbuy,2.5,0,0
bestdress,0,0,2.5
bestest,1.912489289,0,6.455696236
besti,5,0,0
bestial,2.9203673,0,3.798794065
bestinclasssoci,0,2.5,0
bestow,3.171880042,0,3.481388535
bestsel,3.917382327,0,2.839436794
bestwish,2.5,0,0
besuccess,2.5,0,0
besur,2.5,0,0
besxt,0,0,2.5
bet,3.823778062,0.502203146,2.821638756
beta,21.85434533,1,0
betacam,2.5,0,0
betai,0,0,2.5
betain,2.5,0,0
betak,0,0,2.5
betamax,0,0,2.5
betcha,2.276179338,0,5.094382474
bete,1.660964047,0,8.00392278
beter,2.512941595,0,4.507575552
beterr,0,0,2.5
beth,3.321928095,0,3.321928095
bethani,1.88154218,0,6.610797699
bethlehem,4.507575552,0,2.512941595
betray,2.587107971,0.413230697,4.302277544
betroth,1.230143399,0,13.78347077
betsey,0,0,2.5
betsi,4.339356392,0,2.595037532
bett,1.953570044,0,6.261707716
betta,3.321928095,0,3.321928095
bettani,0,0,10
better,3.819053714,0.590703791,2.747201299
betterdvd,2.5,0,0
bettersong,0,0,2.5
bettersound,0,0,2.5
betteryet,0,0,2.5
betti,1.438967941,0,10.21213167
bettiefil,2.5,0,0
bettina,7.5,0,0
bettween,0,2.5,0
betty,0,0,2.5
between,0,0,2.5
betwitch,0,0,2.5
betwixt,2.5,0,0
beuati,0,0,5
beulah,0,0,7.5
beullar,2.5,0,0
beurk,2.5,0,0
beus,0,0,2.5
beuti,1.107309365,0,17.24377353
beutiful,0,0,2.5
bev,0,0,5
bevan,0,0,2.5
bevar,5,0,0
bevel,5,0,0
bever,2.800723784,0,3.977456093
bevi,0,0,5
bewail,0,0,2.5
bewar,5.229441697,0.640084854,2.06991503
bewarn,2.5,0,0
bewel,0,0,2.5
bewich,7.5,0,0
bewig,2.5,0,0
bewild,4.376763563,0,2.576123341
bewilder,0,0,7.5
bewitch,2.244556716,0,5.186803976
bewlid,0,0,2.5
bext,0,0,2.5
bey,10,0,0
beyerdynam,0,0,2.5
beyerlein,2.5,0,0
beyoglu,0,0,5
beyonc,2.5,0,0
beyounc,2.5,0,0
bezukhov,2.5,0,0
bf,0,0,2.5
bff,0,0,2.5
bffs,2.5,0,0
bfg,5,0,0
bfgw,0,0,2.5
bfi,0,0,5
bg,2.5,0,0
bgm,2.5,0,0
bgr,2.5,0,0
bgrade,2.5,0,0
bhag,2.5,0,0
bhagam,2.5,0,0
bhai,5.678873587,0,2.095903274
bhaiyyaji,2.5,0,0
bhamra,0,0,2.5
bhandarkar,1.660964047,0,8.00392278
bharatbala,0,0,2.5
bhasra,2.5,0,0
bhatt,7.5,0,0
bhave,0,0,2.5
bhb,0,0,2.5
bhhaaaad,2.5,0,0
bhl,0,0,2.5
bhm,0,0,2.5
bho,0,0,2.5
bhodi,5,0,0
bhoomika,5.678873587,0,2.095903274
bhopal,0,0,2.5
bhosl,0,0,2.5
bhumika,0,0,2.5
bhx,0,2.5,0
bi,2.437986967,0,4.675522919
bialetti,5,0,0
bian,3.321928095,0,3.321928095
bianca,5.678873587,0,2.095903274
bianchi,4.507575552,0,2.512941595
bianlian,0,0,7.5
bias,3.247557717,0,3.398539914
biass,0,0,2.5
bib,5.678873587,0,2.095903274
bibbidi,0,0,7.5
bibbiti,0,0,2.5
bibi,5,0,0
bibic,0,0,2.5
bibiddi,0,0,2.5
bibio,5,0,0
bibiograph,2.5,0,0
bibl,3.229008919,0.364185264,3.400565232
biblic,4.135870295,0,2.705259032
bibliobazaar,2.5,0,0
bibliograph,0,0,5
bibliographi,0,0,2.5
bibul,2.5,0,0
bic,2.095903274,0,5.678873587
bicenntini,2.5,0,0
bicentenni,2.095903274,0,5.678873587
bicep,0,0,2.5
bichon,0,0,5
bichunmoo,0,0,2.5
bick,2.5,0,0
bicker,3.212860068,0,3.435885647
bickford,0,0,12.5
bickham,0,0,2.5
bickley,2.5,0,0
bicycl,1.183294662,0,14.93723606
bid,2.839436794,0,3.917382327
biddi,2.5,0,0
biddl,2.5,0,0
bide,3.321928095,0,3.321928095
bidenesqu,2.5,0,0
bidet,2.5,0,0
biehn,12.5,0,0
bielinski,5,0,0
bien,2.5,0,0
bienert,2.5,0,0
bieng,0,0,2.5
biennial,0,5,0
bierman,0,0,2.5
biermann,2.5,0,0
biff,1.430676558,0,10.31885116
bifoc,0,0,2.5
bifurc,5.678873587,0,2.095903274
big,3.238615321,0.486921644,3.321928095
biga,2.5,0,0
bigalow,2.512941595,0,4.507575552
bigam,2.5,0,0
bigami,0,0,2.5
bigamist,2.5,0,0
bigbi,0,0,2.5
bigelow,30,0,0
bigest,0,0,7.5
bigfoot,25,0,0
bigg,12.5,0,0
bigger,2.816163088,0.561331282,3.759215525
biggest,4.438614092,0.511257248,2.46998241
biggi,6.261707716,0,1.953570044
biggish,0,0,2.5
bigha,0,0,2.5
bigl,2.5,0,0
bigot,3.321928095,0.572020849,3.156323922
bigscreen,5.678873587,0,2.095903274
bigshot,2.5,0,0
bigtim,15,0,0
bigwig,2.5,0,0
bihari,0,0,2.5
bihn,10,0,0
bijel,0,0,2.5
bijo,0,0,2.5
bijou,27.5,0,0
bike,3.798794065,0,2.9203673
biker,5.678873587,0,2.095903274
bikini,5.678873587,0,2.095903274
biko,0,0,40
bil,0,0,2.5
bilal,5,0,0
bilater,0,0,5
bilbo,1.430676558,0,10.31885116
bildungsroman,0,0,2.5
bile,2.5,0,0
bilg,2.095903274,0,5.678873587
bilingu,3.321928095,0,3.321928095
bilious,17.24377353,0,1.107309365
biliti,2.5,0,0
biljana,0,0,2.5
bilk,4.507575552,0,2.512941595
bilko,12.62925314,0,1.285097209
bill,4.194316808,0.50740517,2.595037532
billabong,0,0,2.5
billboard,3.798794065,0,2.9203673
billet,3.321928095,0,3.321928095
billi,2.33989044,0,4.919295847
billiard,0,0,2.5
billionair,1.660964047,0,8.00392278
billionar,0,0,2.5
billionth,2.5,0,0
billow,2.512941595,0,4.507575552
billyclub,0,0,2.5
biloxi,0,0,2.5
bilyad,0,0,2.5
bimbo,6.677246972,0,1.868763463
bimboesqu,2.5,0,0
bimod,2.5,0,0
bin,5.010714036,0,2.305977578
binam,0,0,2.5
binari,2.630116867,0,4.271985235
binaur,0,0,7.5
binchey,2.5,0,0
binchi,4.507575552,0,2.512941595
bind,2.095903274,0.519675084,5.437247202
binder,0,0,2.5
bing,2.285125567,0,5.06892321
bingley,7.5,0,0
bingo,2.512941595,0,4.507575552
bink,3.321928095,0,3.321928095
binki,3.321928095,0,3.321928095
binni,1.660964047,0,8.00392278
binoch,0,0,7.5
binocular,0,0,2.5
binodini,0,0,15
binomi,0,0,5
binuar,0,0,2.5
bio,7.672608654,0,1.70571118
biochem,7.5,0,0
biodegrad,0,0,5
biodoc,0,0,2.5
biodom,2.5,0,0
bioengin,3.321928095,0,3.321928095
biografi,0,0,2.5
biograph,2.471756551,0,4.598040575
biographi,6.843313779,0,1.838005394
biohazard,10,0,0
biolig,2.5,0,0
biolog,2.218316428,0,5.266496756
biologist,5,0,0
biomed,0,0,2.5
bionic,6.843313779,0,1.838005394
biopic,1.660964047,0,8.00392278
bior,2.5,0,0
biospher,0,0,5
biotech,2.5,0,0
biotox,2.5,0,0
bipartisan,0,0,2.5
bipe,3.321928095,0,3.321928095
bipolar,4.376763563,0,2.576123341
bippi,2.5,0,0
biraci,1.430676558,0,10.31885116
birch,0,0,12.5
bird,2.170464654,0,5.419336716
birdbrain,2.5,0,0
birdi,0,0,10
birdman,2.5,0,0
birdwatch,2.5,0,0
birgitt,0,0,2.5
birmingham,3.798794065,0.960252568,2.276179338
birnem,0,0,2.5
birney,2.5,0,0
birnley,0,0,2.5
biroc,2.5,0,0
birot,2.5,0,0
birtday,0,0,2.5
birth,3.201936469,0.62850999,3.201936469
birthday,2.548678931,0,4.432449281
birthmark,5.678873587,0,2.095903274
biruma,0,0,2.5
bis,2.5,0,0
bischoff,0,0,7.5
biscuit,3.321928095,0,3.321928095
bisect,2.5,0,0
bisex,2.5,0,0
bisexu,3.94855485,0,2.819165837
bish,2.5,0,0
bishop,10.78120001,0,1.396641523
biskit,2.5,0,0
bislan,0,0,2.5
bismarck,2.5,0,0
bisquett,0,0,2.5
bisquick,0,0,2.5
bissel,0,0,5
bisset,1.183294662,0,14.93723606
bissonnett,0,0,2.5
bit,2.036796521,0.615661432,5.410108032
bitch,4.451534259,0,2.539462944
bitchi,3.560916117,0,3.103476472
bitchiest,3.321928095,0,3.321928095
bitchili,0,0,2.5
bitchin,0,0,5
bite,3.880601961,0.600439412,2.697847133
bitof,2.5,0,0
bitsi,0,0,2.5
bitten,5.918157168,0,2.033674546
bitter,3.271713946,0.439278181,3.321928095
bitterest,2.5,0,0
bitterman,0,0,2.5
bittersweet,0.836836468,0,34.90988534
bitti,3.719611071,0,2.978033117
bitting,2.5,0,0
bittorr,0,0,2.5
bitva,2.5,0,0
bitwi,0,0,2.5
bitzer,0,0,2.5
biuld,0,0,5
bivouack,0,0,2.5
bix,27.5,0,0
bixbi,3.321928095,0,3.321928095
biz,2.095903274,0,5.678873587
bizar,5,0,0
bizarr,3.739288283,0.449462802,2.91448943
bizarro,2.512941595,0,4.507575552
bizet,0,0,15
bizkit,4.11458208,0,2.717562738
bizmarki,2.5,0,0
bizzar,1.660964047,0,8.00392278
bizzarr,3.321928095,0,3.321928095
bizzr,0,0,2.5
bj,1.430676558,0,10.31885116
bjarn,1.660964047,0,8.00392278
bjd,2.5,0,0
bjm,0,0,10
bjorel,0,0,2.5
bjork,1.838005394,0,6.843313779
bjorl,0,0,2.5
bjorlin,2.5,0,0
bjorn,1.047951637,0,19.54937806
bk,5,0,0
bkcwboy,2.5,0,0
bked,2.5,0,0
bkk,0,5,0
bl,3.321928095,0,3.321928095
bla,25,0,0
blaa,2.5,0,0
blaaaah,2.5,0,0
blab,1.660964047,0,8.00392278
blabber,15,0,0
blablabla,5,0,0
blacher,1.660964047,0,8.00392278
black,3.155364558,0.492878778,3.405797382
blackadd,1.107309365,0,17.24377353
blackbal,5.678873587,0,2.095903274
blackberri,5.678873587,1.285097209,1.285097209
blackbird,0,0,2.5
blackboard,8.00392278,0,1.660964047
blackbook,2.5,0,0
blackbriar,0,0,5
blackbust,5,0,0
blacken,2.839436794,0,3.917382327
blackend,3.321928095,0,3.321928095
blacker,0,0,2.5
blackest,0,0,10
blackfeet,2.5,0,0
blackguard,0,0,2.5
blackhawk,1.660964047,0,8.00392278
blackhead,0,0,2.5
blackhistorymonth,0,0,5
blacki,0,0,12.5
blackish,2.095903274,0,5.678873587
blackjack,3.321928095,0,3.321928095
blacklist,2.318229029,0,4.977233071
blackmail,3.371820936,0,3.272995692
blackman,3.321928095,0,3.321928095
blackmann,0,0,2.5
blackmer,0,0,2.5
blackmoor,0,0,2.5
blackmor,0,0,2.5
blacknorthern,0,0,2.5
blackout,10,0,0
blackpool,0,0,2.5
blackpowd,2.5,0,0
blacksmith,0,0,2.5
blacksnak,7.5,0,0
blackston,0,0,2.5
blackwat,5,0,0
blackwel,3.321928095,0,3.321928095
blackwood,0,0,2.5
blacula,0,0,2.5
bladder,2.5,0,0
blade,3.946511178,0,2.820482616
bladejax,0,0,2.5
blademast,0,0,2.5
bladerunn,3.321928095,0,3.321928095
bladesepar,2.5,0,0
blag,2.5,0,0
blah,21.22576922,0,1.012154874
blahe,0,0,2.5
blai,0,0,5
blain,5.678873587,0,2.095903274
blaint,0,0,2.5
blair,6.314626568,0,1.942087662
blais,0,0,7.5
blake,2.576123341,0,4.376763563
blakey,5,0,0
blakmail,0,0,2.5
blame,5.932666232,0.534476739,1.956360134
blameless,0,0,5
blanc,0,0,5
blanca,2.5,0,0
blanch,2.512941595,0,4.507575552
blanchard,2.5,0,0
blanco,0,0,2.5
bland,12.49071065,0.460463148,1.263399597
blander,3.321928095,0,3.321928095
blandest,12.62925314,0,1.285097209
blandick,0,0,2.5
blandman,2.5,0,0
blane,5.678873587,0,2.095903274
blank,7.153106182,0,1.784741464
blanket,3.321928095,0,3.321928095
blankfield,5.678873587,0,2.095903274
blantant,5,0,0
blanze,0,0,2.5
blare,5.041144466,0,2.295006731
blas,5,0,0
blase,2.095903274,0,5.678873587
blashem,0,0,5
blasphami,2.5,0,0
blasphem,7.746251613,0,1.695416595
blasphemi,8.00392278,0,1.660964047
blass,2.5,0,0
blassi,2.5,0,0
blast,2.32573568,0.609947082,4.589628417
blastgat,0,0,2.5
blasti,0,0,2.5
blatant,7.190616256,0.392310208,1.764502355
blaten,0,0,2.5
blatent,9.162168319,0,1.53089535
blather,4.11458208,0,2.717562738
blatti,0,0,2.5
blaw,0,0,2.5
blaxploit,0,0,10
blayd,8.00392278,0,1.660964047
blayz,2.5,0,0
blaze,2.761159135,0,4.041266706
blazin,0,0,5
ble,0,0,2.5
bleach,4.299732365,0,2.615507785
bleagh,2.5,0,0
bleah,3.321928095,0,3.321928095
bleak,1.753913292,0.425839087,7.205137917
bleakest,0,0,10
bleari,3.321928095,0,3.321928095
bleat,10,0,0
blecch,5,0,0
blech,2.5,0,0
bled,5.319418236,0,2.201390359
bledso,2.5,0,0
blee,2.5,0,0
bleed,4.965314194,0.62525904,2.169035379
bleedin,5,0,0
bleedmedri,0,0,2.5
bleek,10,0,0
bleem,2.5,0,0
bleep,17.24377353,0,1.107309365
blees,2.5,0,0
bleeth,0,0,2.5
bleh,17.5,0,0
blehhh,2.5,0,0
bleibtreu,2.5,0,0
blemish,2.34759015,0,4.899079389
blend,1.954833685,0.550386861,5.898978718
blender,1.430676558,0,10.31885116
blenheim,0,0,5
bler,0,0,2.5
bleri,2.5,0,0
bless,2.368497561,0.485272504,4.705689179
blest,0,0,5
blethyn,0,0,7.5
bleu,0,0,7.5
blew,2.835807337,0,3.922918662
bli,5.678873587,0,2.095903274
blick,0,0,2.5
blier,1.183294662,0,14.93723606
blight,4.271985235,0,2.630116867
blighti,0,0,2.5
blik,0,0,2.5
blimp,0,0,5
blind,3.562114064,0.381508106,3.08155877
blindfold,3.560916117,0,3.103476472
blindsid,1.660964047,0,8.00392278
bling,4.675522919,0,2.437986967
blini,0,0,2.5
blink,3.454850525,0,3.195610826
blinken,0,0,5
blinker,4.507575552,0,2.512941595
blinkin,0,0,2.5
blinko,0,0,2.5
blip,10,0,0
blippi,2.5,0,0
blish,5,0,0
bliss,3.038971288,0.553654682,3.476253299
blister,2.095903274,0.850274154,4.507575552
blith,2.471756551,0.658538571,4.170831608
blither,8.00392278,0,1.660964047
blithesom,0,0,2.5
blitz,0,0,5
blitzkrieg,0,0,2.5
blitzstein,5,0,0
blixen,3.321928095,0,3.321928095
blizzard,8.00392278,0,1.660964047
blo,0,0,2.5
bloat,10.46335259,0,1.419718397
bloati,0,0,2.5
blob,3.321928095,0,3.321928095
blobbi,0,0,2.5
bloch,2.512941595,0,4.507575552
block,3.762658154,0.434179277,2.905670332
blockbust,3.587397603,0,3.08155877
blockhead,0,0,2.5
blocki,3.321928095,0,3.321928095
bloddi,2.5,0,0
blodgett,2.5,0,0
blofeld,0,0,2.5
blog,3.321928095,1.660964047,1.660964047
blogspot,2.5,0,0
bloke,5.678873587,0,2.095903274
blokish,2.5,0,0
blom,0,0,7.5
blond,5.142367759,0.448855859,2.22352939
blondel,1.230143399,0,13.78347077
blondi,2.236345833,0,5.211440485
blood,3.130611675,0,3.528814477
bloodbath,0,0,2.5
bloodfest,2.5,0,0
bloodflow,2.5,0,0
bloodi,3.811981297,0.384794387,2.890695776
bloodier,4.507575552,0,2.512941595
bloodiest,1.183294662,0,14.93723606
bloodili,0,0,5
bloodless,4.801322651,0.756304196,2.095903274
bloodlet,3.917382327,0,2.839436794
bloodlin,10.31885116,0,1.430676558
bloodlust,3.321928095,0,3.321928095
bloodmus,0,0,5
bloodrayn,10,0,0
bloodsh,3.451263165,0.531684801,3.08155877
bloodshot,7.5,0,0
bloodsport,0,0,2.5
bloodstain,1.660964047,0,8.00392278
bloodstol,2.5,0,0
bloodstorm,2.5,0,0
bloodsuck,26.46303475,0,0.926628408
bloodsurf,5,0,0
bloodthirst,2.5,0,0
bloodthirsti,6.364423586,0,1.931474731
bloodymari,0,0,2.5
bloom,2.375266938,0,4.827990927
bloomin,0,0,2.5
bloomsday,0,0,2.5
blooper,2.095903274,0,5.678873587
bloss,2.5,0,0
blossom,2.532065453,0,4.466997005
blot,1.183294662,0,14.93723606
blotch,5,0,0
blotchi,12.5,0,0
blotter,2.5,0,0
blotto,0,0,2.5
blous,5,0,0
blow,3.585017795,0.538004,2.965758725
blowbi,0,0,2.5
blower,5,0,0
blowfelt,0,0,2.5
blowgun,0,0,2.5
blowin,2.5,0,0
blowjob,5,0,0
blown,2.549914298,0.372212648,4.400560461
blowout,0,0,2.5
blowsi,2.5,0,0
blowup,5.678873587,0,2.095903274
bls,0,0,2.5
blu,4.065331019,0,2.746635951
blub,0,0,7.5
blubber,9.162168319,0,1.53089535
blubberhypen,2.5,0,0
bludgeon,8.583280679,0.652963608,1.456917046
bludhaven,0,0,2.5
bludhorn,0,0,2.5
blue,2.642411311,0.591647331,3.986233365
bluebeard,1.660964047,0,8.00392278
blueberri,0,0,2.5
bluegrass,0,0,25
blueish,0,0,2.5
bluejean,0,0,2.5
bluenos,0,0,2.5
blueray,3.321928095,0,3.321928095
blueridg,0,0,5
bluescreen,7.5,0,0
bluesi,1.183294662,0,14.93723606
bluesman,0,0,5
bluesmobil,0,0,2.5
bluest,2.095903274,0,5.678873587
blueti,0,0,2.5
bluetooth,0,0,5
bluetouth,0,0,2.5
bluf,1.285097209,0,12.62925314
bluff,3.321928095,0,3.321928095
bluffingwhatev,0,0,2.5
bluish,3.321928095,0,3.321928095
blunder,2.385898532,0,4.801322651
blunt,3.485006213,0.510453737,3.071508369
blunter,2.5,0,0
blur,2.736068055,0.567077308,3.871796827
bluray,4.11458208,0,2.717562738
blurb,8.00392278,0,1.660964047
bluri,2.5,0,0
blurri,8.360511747,0,1.616944524
blurrier,3.321928095,0,3.321928095
blurt,5.678873587,0,2.095903274
blush,1.591371127,0,8.583280679
blushi,0,0,5
bluster,1.35068935,0,11.47444617
blusteri,0,0,7.5
bluth,12.62925314,0,1.285097209
bluto,3.321928095,0,3.321928095
blysdal,0,0,2.5
blyth,1.316364786,0,12.05193394
blythen,0,0,2.5
bm,7.5,0,0
bmacv,0,0,2.5
bmg,5.678873587,0,2.095903274
bmi,2.5,0,0
bmtg,0,0,5
bmw,2.095903274,0,5.678873587
bmwm,2.5,0,0
bmx,0,0,2.5
bna,4.899079389,1.660964047,1.107309365
bng,2.5,0,0
bni,0,0,2.5
bo,5.049336182,0,2.292079715
boa,4.507575552,0,2.512941595
boar,3.917382327,0,2.839436794
board,5.836184464,0.963184545,1.587345244
boarder,2.095903274,0,5.678873587
boast,2.703350885,0.487530785,4.026108555
boat,1.772196759,0,7.230516926
boatman,0,0,5
boaz,1.660964047,0,8.00392278
bob,2.978033117,0.410481624,3.679043332
boba,3.321928095,0,3.321928095
bobb,2.5,0,0
bobba,0,0,7.5
bobbi,2.245808767,0,5.183070838
bobbidi,0,0,2.5
bobbin,7.5,0,0
bobbitt,2.5,0,0
bobbl,15,0,0
bobbybrown,0,0,2.5
bobcat,8.00392278,0,1.660964047
bobiddi,0,0,2.5
bobsl,2.5,0,0
bobulova,0,0,7.5
boc,5,0,0
boca,2.5,0,0
boccelli,0,0,5
bocelli,2.512941595,0,4.507575552
boch,0,0,2.5
bochco,2.095903274,0,5.678873587
bocho,0,0,2.5
bock,2.095903274,0,5.678873587
bod,3.321928095,0,3.321928095
boda,0,0,2.5
bodaci,3.321928095,0,3.321928095
boddhist,0,0,2.5
bode,4.507575552,0,2.512941595
bodega,5.678873587,0,2.095903274
bodhi,2.5,0,0
bodi,2.79194783,0,3.991394499
bodic,5,0,0
bodiesspecif,0,0,2.5
bodil,0,0,2.5
bodili,3.633420803,0,3.044434335
bodrov,10,0,0
bodum,2.095903274,0,5.678873587
bodybag,2.5,0,0
bodybuild,2.095903274,0,5.678873587
bodycount,2.5,0,0
bodyguard,1.838005394,0,6.843313779
bodylanguag,0,0,2.5
bodylin,0,0,2.5
bodyrock,0,0,2.5
bodyslam,2.5,0,0
bodysued,0,0,2.5
bodysurf,0,0,2.5
boe,5.678873587,0.756304196,1.838005394
boek,2.5,0,0
boelck,2.5,0,0
boer,0,0,2.5
boerner,0,0,2.5
boesman,0,0,2.5
boettcher,0,0,2.5
boettich,7.5,0,0
bof,5.678873587,0,2.095903274
boffin,0,0,5
boffo,2.095903274,0,5.678873587
bog,3.513214859,0,3.144027903
bogard,1.660964047,0,8.00392278
bogart,2.690985498,0,4.160908051
bogasian,0,0,2.5
bogayevicz,5,0,0
bogdanovich,5.289431441,0,2.210933339
bogdonavich,0,0,2.5
bogdonovich,3.321928095,0,3.321928095
bogey,6.843313779,0,1.838005394
bogeyman,5,0,0
bogg,3.321928095,0,3.321928095
boggart,0,0,2.5
boggi,4.899079389,0,2.34759015
boggl,5.139415254,0,2.260606576
boght,5.678873587,0,2.095903274
bogi,1.838005394,0,6.843313779
bogosian,0.789159021,0,41.43586936
bogot,1.183294662,0,14.93723606
bogota,1.285097209,2.095903274,3.321928095
bogus,3.932570694,0.85738923,2.34759015
bogusmac,2.5,0,0
boheimian,0,0,2.5
bohem,2.5,0,0
bohemia,5.678873587,0,2.095903274
bohemian,2.04045724,0,5.890978685
bohl,0,0,7.5
bohlen,10,0,0
bohnen,2.5,0,0
boho,2.5,0,0
bohring,0,0,2.5
boi,2.5,0,0
boieng,2.5,0,0
boil,3.519525065,0.476106467,3.068863021
boiler,2.5,0,0
boingi,2.5,0,0
boingo,0,0,2.5
boink,2.095903274,0,5.678873587
bois,0,2.5,0
boister,1.935622002,0.94277556,4.638223219
boit,0,0,2.5
boitano,2.5,0,0
bojan,2.5,0,0
bojangl,0,0,2.5
bokeem,0,0,5
boken,0,0,2.5
bokononist,0,0,2.5
bola,5,0,0
bolam,2.095903274,0,5.678873587
bolan,0,0,2.5
boland,3.321928095,0,3.321928095
bold,2.285125567,0.616048321,4.675522919
bolder,1.660964047,0,8.00392278
boldest,3.321928095,0,3.321928095
boldfac,2.5,0,0
boldronathian,2.5,0,0
bolero,3.321928095,0,3.321928095
boleyn,4.507575552,0,2.512941595
bolger,2.5,0,0
bolha,0,0,2.5
bolivarian,0,0,2.5
bolivia,1.285097209,0,12.62925314
bolivian,1.183294662,0,14.93723606
bolkan,1.183294662,0,14.93723606
bolkonski,2.5,0,0
boll,57.5,0,0
bolland,2.5,0,0
bolli,0,2.5,0
bollix,2.5,0,0
bollock,2.5,0,0
bollywood,3.602968705,0,3.068863021
bolo,2.717562738,0,4.11458208
bologna,3.321928095,0,3.321928095
bolshevik,3.321928095,0,3.321928095
bolshoi,2.5,0,0
bolster,3.02120993,0,3.662986595
bolt,2.649579763,1.124477775,2.896588952
bolton,0,0,7.5
bolvian,0,0,2.5
bom,5,0,0
boman,1.660964047,0,8.00392278
bomb,3.597579226,0.426908435,3.034114465
bomba,2.5,0,0
bombadi,0,0,2.5
bombadil,3.321928095,0,3.321928095
bombard,5.159425579,0,2.253787776
bombardi,0,0,5
bombast,3.818573878,0,2.906430708
bombay,4.11458208,0,2.717562738
bomber,0,0,10
bombeshel,0,0,2.5
bombiest,0,0,2.5
bombin,2.5,0,0
bombproof,0,0,2.5
bombshel,0,0,25
bombsight,0,0,7.5
bon,2.630116867,0,4.271985235
bona,2.512941595,0.768621787,3.85152657
bonaduc,0,0,5
bonafid,2.717562738,0,4.11458208
bonanza,3.662986595,0,3.02120993
bonapart,0,0,5
bonar,2.5,0,0
bond,1.872099104,0,6.659761606
bondag,5,0,0
bondarchuk,5.678873587,0,2.095903274
bondi,0,0,2.5
bondian,1.430676558,0,10.31885116
bondish,2.5,0,0
bondless,0,0,2.5
bondo,0,0,2.5
bondur,2.5,0,0
bone,2.826964237,0,3.93648973
bonecrush,2.5,0,0
bonehead,3.321928095,1,2.512941595
bonejack,2.5,0,0
boneless,2.5,0,0
boner,7.5,0,0
boneyard,2.5,0,0
bonfamill,0,0,2.5
bonfir,0,0,2.5
bong,4.507575552,0,2.512941595
bongo,2.095903274,0,5.678873587
bongwat,2.5,0,0
bonham,2.34759015,0,4.899079389
bonhoeff,3.321928095,0,3.321928095
boni,10.31885116,0,1.430676558
bonifid,0,0,2.5
bonin,0,0,2.5
bonita,0,0,2.5
bonitz,2.5,0,0
bonjour,4.507575552,0,2.512941595
bonk,10.31885116,0,1.430676558
bonnet,0,0,2.5
bonnevi,2.5,0,0
bonnevill,3.321928095,0,3.321928095
bonni,2.146658672,0,5.499231572
bono,2.095903274,0,5.678873587
bonous,0,0,2.5
bont,0,0,2.5
bonus,2.170464654,0,5.419336716
boo,6.261707716,0,1.953570044
boob,5.678873587,0,2.095903274
boobaci,0,0,2.5
boobi,3.321928095,0,3.321928095
boobilici,2.5,0,0
boobless,2.5,0,0
boobshot,2.5,0,0
bood,2.5,0,0
booe,2.5,0,0
boogaloo,2.5,0,0
boogey,2.5,0,0
boogeyboard,0,0,2.5
boogeyman,7.230516926,0,1.772196759
boogi,1.974036547,0,6.169771964
boogyman,0,0,2.5
boogymanroy,0,0,2.5
booh,2.5,0,0
booie,0,0,2.5
book,5.381556029,1.527676045,1.114048372
bookabl,2.5,0,0
bookaim,0,0,2.5
bookbag,0,0,2.5
bookcas,3.321928095,0,3.321928095
bookdealersaid,2.5,0,0
bookend,2.437986967,0,4.675522919
booker,0,0,2.5
bookfor,0,0,2.5
bookgot,0,0,2.5
bookish,2.236345833,0,5.211440485
bookk,0,0,2.5
bookmark,0,0,5
bookseem,0,0,2.5
bookshelf,3.321928095,0,3.321928095
bookshop,2.5,0,0
bookstor,4.00196139,0,2.785345076
bookth,0,0,2.5
boola,0,0,2.5
boom,4.021847865,0.62850999,2.584349121
boombox,0,0,2.5
boomer,1.53089535,0,9.162168319
boomerang,8.00392278,0,1.660964047
boomey,0,0,2.5
boomher,0,0,2.5
boomi,2.095903274,2.839436794,1.53089535
boomstick,0,0,2.5
boomtown,5.678873587,0,2.095903274
boon,1.591371127,0,8.583280679
boondoggl,0,0,2.5
boong,0,0,2.5
booo,0,0,2.5
boooooo,2.5,0,0
boooooom,2.5,0,0
booooooooo,2.5,0,0
boooooooooo,2.5,0,0
booooooooooooor,2.5,0,0
boooooooooooor,2.5,0,0
booooooooooor,2.5,0,0
boooooooor,2.5,0,0
booooooorii,2.5,0,0
booooooorrr,2.5,0,0
boooooor,7.5,0,0
booooor,7.5,0,0
booooorrrrrriiinnng,2.5,0,0
boooor,12.5,0,0
booor,17.5,0,0
boop,0,0,2.5
boopous,0,0,2.5
boor,14.93723606,0,1.183294662
booram,2.5,0,0
boorish,9.658047936,0,1.484966423
boorman,3.321928095,0,3.321928095
boortz,0,0,2.5
boost,2.062671878,1.22245987,3.526017201
booster,4.507575552,0,2.512941595
boot,3.161855754,0.433370192,3.442782859
bootabl,5.678873587,0,2.095903274
bootcamp,2.095903274,0,5.678873587
